(Deal ID),(Products),(Industry),(Category),(Super Region),(Start Date),(Term in Days),(Amount $)
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1234.2254750000004
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,819.738625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,233.561625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1822.5680500000005
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,819.738625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,19460.062100000006
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4903.31925
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,30020.39397500001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4193.368075
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2568.450950000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2068.0980000000004
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,233.561625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2580.708525
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1739.47725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,3235.553175
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,6131.221299999997
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4498.693125
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,12717.176399999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,733.89355
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1687.125
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1567.7660750000002
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,233.561625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1067.4341499999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,900.6638500000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,3235.553175
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,680.6162
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1687.125
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,793.5625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1567.471725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2463.4310749999995
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,3235.553175
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,819.738625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1234.2254750000004
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,5903.9831
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,11907.987225
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4069.446725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,16577.765875
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4069.446725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,10.717650000000006
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,10.717650000000006
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,10.717650000000006
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,680.6162
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,680.6162
0063a00000gOSiPAAW,CLOUD INFRASTRUCTURE,Government,C,,9/18/2020,365.0,59942.35399999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,121.4353
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,7724.03325
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,41586.7721
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8177.6266
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,6949.451225
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,69112.80722500001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,27847.75457499999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1901.853325
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,5489.559325
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,21819.802975
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,44616.3905
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,38351.550225
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,13599.868975
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,793.5625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,6308.588199999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,54102.7023
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1739.47725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,3104.2941
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4903.31925
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,17771.355125
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2580.708525
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4069.446725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,132832.728075
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,178.47612499999997
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,793.5625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,567.102225
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,7048.542050000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,400.33192500000007
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,3578.9545
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,900.6638500000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,ANSIBLE,Government,C,,9/18/2020,365.0,14438.640325
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2401.659625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,9512.8823
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,733.89355
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,200.846725
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,900.6638500000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2568.450950000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2463.4310749999995
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,6131.221299999997
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8284.328475
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4009.967
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2401.659625
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4054.140525000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,6131.221299999997
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,2234.889325
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,900.6638500000001
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,46844.15745
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,733.89355
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,733.89355
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,400.33192500000007
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,733.89355
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,3474.2710250000005
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,1181.7260499999998
0063a00000gOSiPAAW,ANSIBLE,Government,C,,9/18/2020,365.0,28977.28065
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,567.102225
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,66.77029999999996
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,8238.872425
0063a00000gOSiPAAW,ANSIBLE,Government,C,,9/18/2020,365.0,28977.28065
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,540.8630249999999
0063a00000gOSiPAAW,RHEL,Government,C,,9/18/2020,365.0,4498.693125
0063a00000gP5rUAAS,RHEL,Oil and Gas,P,APAC,8/10/2021,365.0,10617.32555
0063a00000hCIfkAAG,TRAINING,Other,C,APAC,7/20/2020,,1672.9541500000007
0063a00000hCIfkAAG,TRAINING,Other,C,APAC,7/20/2020,,1672.9541500000007
0063a00000hCIfkAAG,TRAINING,Other,C,APAC,7/20/2020,,1672.9541500000007
0063a00000hCIfkAAG,TRAINING,Other,C,APAC,7/20/2020,365.0,659.8435
0063a00000hCIfkAAG,TRAINING,Other,C,APAC,7/20/2020,365.0,659.8435
0063a00000hCIfkAAG,TRAINING,Other,C,APAC,7/20/2020,365.0,659.8435
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,182537.02650000004
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,225427.90034999995
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,174.20804999999996
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,6851.2014
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,8702.116250000001
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,99712.129675
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,5891.473225
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,18505.085575
0063a00000iEcqkAAC,RHEL,Electronics,C,,9/17/2020,30.0,7714.971474999998
0063a00000ia4QwAAI,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,37517.993075
0063a00000ia4QwAAI,OPENSHIFT,Manufacturing,C,APAC,9/30/2020,365.0,47697.919625
006f200001ytTdhAAE,MIDDLEWARE,Information Technology,P,APAC,4/21/2021,365.0,3530.197525
006f200001yuBjcAAE,RHEL,Information Technology,P,APAC,1/7/2021,365.0,40867.2125
006f200001yuBjcAAE,RHEL,Information Technology,P,APAC,1/7/2021,365.0,40867.2125
006f200001yuBjcAAE,MIDDLEWARE,Information Technology,P,APAC,1/7/2021,365.0,13776.5
006f200001yuBjcAAE,MIDDLEWARE,Information Technology,P,APAC,1/7/2021,365.0,13776.5
006f200001yuBjcAAE,MIDDLEWARE,Information Technology,P,APAC,1/7/2021,365.0,1200.921875
006f200001yuBjcAAE,MIDDLEWARE,Information Technology,P,APAC,1/7/2021,365.0,1200.921875
0063a00000gNXf7AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,10592.831425
0063a00000gNXf7AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,4937.96845
0063a00000gNXf7AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,1889.490625
0063a00000gNXf7AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,67045.39795
0063a00000hC7RdAAK,RHEL,Government,P,APAC,1/14/2021,365.0,2577.0081250000007
0063a00000hCdoYAAS,TRAINING,Other,C,APAC,8/5/2020,,786.4770750000001
0063a00000hCdoYAAS,TRAINING,Other,C,APAC,8/5/2020,,786.4770750000001
0063a00000hCdoYAAS,TRAINING,Other,C,APAC,8/5/2020,,786.4770750000001
0063a00000hD4B4AAK,RHEL,Financial Services,C,APAC,9/30/2020,1095.0,17081.903325
0063a00000hDMJeAAO,ANSIBLE,Financial Services,C,APAC,9/30/2020,1095.0,145198.56080000006
0063a00000hDTcHAAW,TRAINING,Information Technology,C,APAC,8/19/2020,1.0,3185.471625000001
0063a00000hDTcHAAW,TRAINING,Information Technology,C,APAC,8/19/2020,1.0,3185.471625000001
0063a00000hDTcHAAW,TRAINING,Information Technology,C,APAC,8/19/2020,1.0,3185.471625000001
0063a00000hjwfuAAA,RHEL,Telecom,C,EMEA,9/30/2020,365.0,20625.877325
0063a00000hjwfuAAA,RHEL,Telecom,C,APAC,9/30/2020,365.0,20625.877325
0063a00000hjwfuAAA,RHEL,Telecom,C,EMEA,9/30/2020,365.0,9142.632050000002
0063a00000hjwfuAAA,RHEL,Telecom,C,APAC,9/30/2020,365.0,9142.632050000002
0063a00000hjwfuAAA,RHEL,Telecom,C,EMEA,9/30/2020,365.0,12833.465675
0063a00000hjwfuAAA,RHEL,Telecom,C,APAC,9/30/2020,365.0,12833.465675
0063a00000hjwfuAAA,RHEL,Telecom,C,EMEA,9/30/2020,365.0,25766.93135
0063a00000hjwfuAAA,RHEL,Telecom,C,APAC,9/30/2020,365.0,25766.93135
0063a00000hjwfuAAA,RHEL,Telecom,C,EMEA,9/30/2020,365.0,416.184775
0063a00000hjwfuAAA,RHEL,Telecom,C,APAC,9/30/2020,365.0,416.184775
0063a00000iEdWTAA0,TRAINING,Information Technology,C,APAC,9/29/2020,,135.73230000000004
0063a00000iEdWTAA0,TRAINING,Information Technology,C,APAC,9/29/2020,1.0,135.73230000000004
0063a00000iEdWTAA0,TRAINING,Information Technology,C,APAC,9/29/2020,1.0,135.73230000000004
0063a00000iEoYoAAK,RHEL,Financial Services,C,APAC,9/30/2020,1095.0,2190.92605
0063a00000iZvzsAAC,TRAINING,Information Technology,C,APAC,8/31/2020,365.0,2686.085825000001
0063a00000iZvzsAAC,TRAINING,Information Technology,C,APAC,8/31/2020,365.0,2686.085825000001
0063a00000iZvzsAAC,TRAINING,Information Technology,C,APAC,8/31/2020,365.0,2686.085825000001
0063a00000iZzfrAAC,RHEL,Information Technology,C,APAC,9/30/2020,365.0,12827.452525
006f200001zaRTZAA2,RHEL,Financial Services,C,APAC,9/30/2020,1095.0,2700.7823
006f200001zaRTZAA2,RHEL,Financial Services,C,APAC,9/30/2020,1095.0,1668.181475
006f200001zaRTZAA2,RHEL,Financial Services,C,APAC,9/30/2020,365.0,18691.304
0063a00000hBwZhAAK,RHEL,Information Technology,P,APAC,9/27/2021,365.0,1191.90215
0063a00000hCraUAAS,RHEL,Financial Services,P,APAC,5/19/2021,365.0,2712.6404
0063a00000hCypmAAC,CLOUD INFRASTRUCTURE,Other,P,APAC,10/19/2021,365.0,1656.575675
0063a00000hi5maAAA,RHEL,Financial Services,P,APAC,10/11/2021,1825.0,25601.569725000005
0063a00000hitGjAAI,RHEL,Other,P,APAC,11/24/2021,365.0,2978.3964000000005
0063a00000iEXMeAAO,RHEL,Financial Services,P,APAC,5/19/2021,365.0,8337.900174999999
0063a00000iEXMeAAO,MIDDLEWARE,Financial Services,P,APAC,5/19/2021,365.0,2540.1513
0063a00000iErQMAA0,OPENSHIFT,Manufacturing,P,APAC,12/10/2021,365.0,59240.96000000001
0063a00000iErQMAA0,RHEL,Manufacturing,P,APAC,12/10/2021,365.0,46602.62225000001
0063a00000iErQNAA0,RHEL,Financial Services,P,APAC,9/30/2023,1095.0,2700.7823
0063a00000iErQNAA0,RHEL,Financial Services,P,APAC,9/30/2023,1095.0,1668.181475
0063a00000iErQOAA0,RHEL,Financial Services,P,APAC,9/30/2021,365.0,18691.304
0063a00000iErQPAA0,RHEL,Information Technology,P,APAC,5/31/2021,365.0,25825.948525
0063a00000iErQSAA0,RHEL,Financial Services,P,APAC,9/29/2023,1095.0,2184.6606
0063a00000iErQTAA0,RHEL,Financial Services,P,APAC,9/29/2023,1095.0,17034.9545
0063a00000iErQUAA0,RHEL,Telecom,P,APAC,3/31/2021,365.0,12212.261025
0063a00000iErQUAA0,RHEL,Telecom,P,EMEA,3/31/2021,365.0,12212.261025
0063a00000iErQUAA0,RHEL,Telecom,P,APAC,3/31/2021,365.0,83954.985475
0063a00000iErQUAA0,RHEL,Telecom,P,EMEA,3/31/2021,365.0,83954.985475
0063a00000iErQUAA0,RHEL,Telecom,P,APAC,3/31/2021,365.0,52352.37105
0063a00000iErQUAA0,RHEL,Telecom,P,EMEA,3/31/2021,365.0,52352.37105
0063a00000iErQUAA0,RHEL,Telecom,P,APAC,3/31/2021,365.0,1993.3961750000005
0063a00000iErQUAA0,RHEL,Telecom,P,EMEA,3/31/2021,365.0,1993.3961750000005
0063a00000iErQUAA0,RHEL,Telecom,P,APAC,3/31/2021,365.0,34357.767375
0063a00000iErQUAA0,RHEL,Telecom,P,EMEA,3/31/2021,365.0,34357.767375
0063a00000hD4inAAC,TRAINING,Information Technology,P,APAC,7/14/2021,,5400.3082
0063a00000hD4inAAC,TRAINING,Information Technology,P,APAC,7/14/2021,,5400.3082
0063a00000hD4inAAC,TRAINING,Information Technology,P,APAC,7/14/2021,,5400.3082
0063a00000ia6oxAAA,RHEL,Government,P,APAC,12/23/2020,365.0,5242.57865
006f200001zZyiaAAC,TRAINING,Insurance,P,APAC,7/14/2021,,22341.222975
006f200002076XEAAY,ANSIBLE,Services,P,APAC,8/18/2021,365.0,36693.75
006f20000207wGPAAY,TRAINING,Information Technology,P,APAC,8/10/2021,,3306.05
006f20000207wGPAAY,TRAINING,Information Technology,P,APAC,8/10/2021,,3306.05
006f20000207wGPAAY,TRAINING,Information Technology,P,APAC,8/10/2021,,3306.05
0063a00000gOxlZAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,365.0,1327.3452
0063a00000h77m5AAA,RHEL,Information Technology,C,APAC,9/30/2020,365.0,1243.9180000000001
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,741.0
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,17838.53
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,148664.49
0063a00000h9aEHAAY,CLOUD INFRASTRUCTURE,Manufacturing,C,APAC,9/30/2020,365.0,20273.225
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,2414.59
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,5185.685
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,1159.3974999999996
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,59341.88000000001
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,24827.24
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,15879.0
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,12674.79
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,25865.875
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,20153.3825
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,10286.35
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,8200.670000000002
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,6127.605
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,16194.375
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,2423.0
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,69913.25
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,7469.0
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,57626.23999999999
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,271543.0
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,183658.5
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,12882.9375
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,7889.5
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,395619.935
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,492692.36
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,5013.280000000002
0063a00000h9aEHAAY,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,11285.0375
0063a00000hCG9zAAG,RHEL,Tech Online,B,APAC,4/22/2021,365.0,17500.952599999997
0063a00000hDL0kAAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,7594.561299999998
0063a00000hDL0kAAG,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,11737.78985
0063a00000hDL0kAAG,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,53170.054325
0063a00000hDL0kAAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,1083.770575
0063a00000hDL0kAAG,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,127748.12617499998
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,12689.97005
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,8152.35455
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,3963.66995
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,712.7423999999999
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,9902.854000000003
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,516.936575
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,21031.3024
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,589.346675
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,6401.855099999999
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,9652.7406
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,681.4992499999997
0063a00000iEfb1AAC,RHEL,Manufacturing,C,APAC,9/30/2020,365.0,37910.8452
006f200001tpbhlAAA,RHEL,Government,C,APAC,1/10/2018,365.0,1903.262
006f200001tpbhlAAA,RHEL,Government,C,APAC,1/10/2018,365.0,1903.262
0063a00000hDP5lAAG,RHEL,Manufacturing,B,APAC,10/31/2020,365.0,4103.318
0063a00000iErRVAA0,RHEL,Financial Services,P,APAC,10/29/2021,365.0,8258.677975
0063a00000iErRVAA0,MIDDLEWARE,Financial Services,P,APAC,10/29/2021,365.0,12759.499725
0063a00000iErRVAA0,MIDDLEWARE,Financial Services,P,APAC,10/29/2021,365.0,57767.759275
0063a00000iErRVAA0,RHEL,Financial Services,P,APAC,10/29/2021,365.0,1185.952075
0063a00000iErRVAA0,MIDDLEWARE,Financial Services,P,APAC,10/29/2021,365.0,138782.634875
0063a00000iErRWAA0,RHEL,Telecom,P,APAC,11/25/2021,365.0,17501.394125
0063a00000iErRWAA0,RHEL,Telecom,P,APAC,11/25/2021,365.0,18198.68825
0063a00000iErRWAA0,RHEL,Telecom,P,APAC,11/25/2021,365.0,3559.73765
0063a00000iErRWAA0,RHEL,Telecom,P,APAC,11/25/2021,365.0,36497.3765
0063a00000iErRWAA0,RHEL,Telecom,P,APAC,11/25/2021,365.0,6940.55765
0063a00000iErRWAA0,RHEL,Telecom,P,APAC,11/25/2021,365.0,61804.222875
0063a00000iErRXAA0,RHEL,Information Technology,P,APAC,9/16/2021,365.0,1243.9180000000001
0063a00000h71UgAAI,TRAINING,,B,APAC,12/31/2020,365.0,1565.1800000000005
0063a00000h71UgAAI,TRAINING,,B,APAC,12/31/2020,365.0,3646.655
